[db_loader] Loaded 340 analysis results from DB for 2026-05-13
[gate_checker] DB: loaded 340 candidates
[gate_checker] Systemic gate failures (>80%): points ['10', '12', '15', '16', '3', '4', '5', '6'] — discounted for tier assignment
[gate_checker] JSON: /Users/mkoziol/projects/bet/betting/data/2026-05-13_s7_gate_results.json
[gate_checker] Markdown: /Users/mkoziol/projects/bet/betting/data/2026-05-13_s7_gate_results.md
[db_loader] Saved 340 gate results to DB (skipped 0)
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "db_write", "saved": 340}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Elina Svitolina vs Elena Rybakina", "sport": "tennis", "bucket": "approved", "gate_score": "12/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Independiente Santa Fe vs América de Cali", "sport": "football", "bucket": "approved", "gate_score": "12/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Eunyeong Park vs Na Ri Kim", "sport": "tennis", "bucket": "approved", "gate_score": "12/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Nanari Katsumi vs Yujin Kim", "sport": "tennis", "bucket": "approved", "gate_score": "12/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Diane Parry vs Chloe Paquet", "sport": "tennis", "bucket": "approved", "gate_score": "12/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Luca Van Assche vs Juan Manuel Cerundolo", "sport": "tennis", "bucket": "approved", "gate_score": "12/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Dallas Wings vs Atlanta Dream", "sport": "basketball", "bucket": "approved", "gate_score": "12/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Manchester City vs Crystal Palace", "sport": "football", "bucket": "approved", "gate_score": "11/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Cruzeiro vs Goiás", "sport": "football", "bucket": "approved", "gate_score": "11/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Fluminense vs Operário-PR", "sport": "football", "bucket": "approved", "gate_score": "11/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Seokhyeon Chu vs Sanhui Shin", "sport": "tennis", "bucket": "approved", "gate_score": "11/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Machida Zelvia vs Tokyo Verdy", "sport": "football", "bucket": "approved", "gate_score": "11/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Vissel Kobe vs Kyoto Sanga FC", "sport": "football", "bucket": "approved", "gate_score": "11/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Amy Zhu vs Dayeon Back", "sport": "tennis", "bucket": "approved", "gate_score": "10/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Ya-Hsuan Lee vs Sofya Lansere", "sport": "tennis", "bucket": "approved", "gate_score": "10/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Otto Virtanen vs Giovanni Mpetshi Perricard", "sport": "tennis", "bucket": "approved", "gate_score": "11/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Aleksandar Kovacevic vs Daniel Merida", "sport": "tennis", "bucket": "approved", "gate_score": "11/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Seonyong Han vs Sora Fukuda", "sport": "tennis", "bucket": "approved", "gate_score": "9/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Jake Dembo vs Benjamin O'Connell", "sport": "tennis", "bucket": "approved", "gate_score": "9/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Alberto Barroso Campos vs Luis Garcia Paez", "sport": "tennis", "bucket": "approved", "gate_score": "10/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Yaroslav Demin vs Esteban Talavera Cortes", "sport": "tennis", "bucket": "approved", "gate_score": "10/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Michael (2007) Smith vs Marshall Tutu", "sport": "tennis", "bucket": "approved", "gate_score": "10/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Anastasia Zakharova vs Katie Boulter", "sport": "tennis", "bucket": "approved", "gate_score": "11/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "CD Boston College vs Colo Colo", "sport": "basketball", "bucket": "approved", "gate_score": "10/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Ryeong Gyeong Park vs Liuyan An", "sport": "tennis", "bucket": "approved", "gate_score": "10/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Argentinos Juniors vs Huracán", "sport": "football", "bucket": "approved", "gate_score": "11/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Natsuho Arakawa vs Sara Saito", "sport": "tennis", "bucket": "approved", "gate_score": "10/18", "tier": "HR"}
{"ts": "2026-05-13T07:31:23", "step": "s7_gate", "event": "candidate", "event_name": "Maximus Jones vs Amit Vales", "sport": "tennis", "bucket": "approved", "gate_score": "11/18", "tier": "HR"}
